1351422,192589,14.0342594852,0.65595284114,
1351422,192589,14.0342594852,0.65595284114,
1351422,192589,14.0342594852,0.65595284114,
1351422,192589,14.0342594852,0.65595284114,
1351422,192589,14.0342594852,0.65595284114,
1351422,192589,14.0342594852,0.65595284114,
1351422,192589,14.0342594852,0.65595284114,
1351402,192589,14.034051789,0.65591804854,
1349894,192589,14.0183914969,0.65482852125,
1315215,192589,13.6582567021,0.64444848382,
1157766,192589,12.0231788939,0.61889800365,
924116,192589,9.59676824741,0.59459536585,
711556,192560,7.39048608226,0.5787963145,
551751,192160,5.74262073272,0.56873507960,
437196,190382,4.59282915402,0.56222105503,
353803,183558,3.854945031,0.56211357174,
290137,167439,3.46558448151,0.56861998086,
233732,141058,3.31398431851,0.57683939402,
17,11,3.09090909091,0.57047773924,
8,6,2.66666666667,0.45527700680,
